,loan_amnt,funded_amnt,funded_amnt_inv,term,int_rate,installment,risk_factor,emp_length,annual_inc,total_debt,delinq_2yrs,inq_last_6mths,mths_since_last_delinq,mths_since_last_record,open_acc,pub_rec,revol_bal,revol_util,total_acc,out_prncp,out_prncp_inv,total_pymnt,total_pymnt_inv,total_rec_prncp,total_rec_int,total_rec_late_fee,recoveries,collection_recovery_fee,last_pymnt_amnt,collections_12_mths_ex_med,mths_since_last_major_derog,policy_code,acc_now_delinq,tot_coll_amt,tot_cur_bal,total_credit_rv,dti,loan_is_bad_num,loan_currency_num,K3 - Predicted,K8 - Predicted
20452,10000,10000,10000.0,36,14.65,344.95,-3,10.0,55000.0,12490.5,0,0,0.0,0.0,10,0,25560,89.7,21,0.0,0.0,12415.88729,12415.89,10000.0,2415.89,0.0,0.0,0.0,349.67,0,0.0,1,0,0.0,0.0,0.0,0.227,0,0,2,1
20456,12000,12000,12000.0,36,14.65,413.94,-3,6.0,100000.0,11390.0,0,2,0.0,0.0,14,0,19696,45.9,43,0.0,0.0,13078.43,13078.43,12000.0,1078.43,0.0,0.0,0.0,10186.14,0,0.0,1,0,0.0,0.0,0.0,0.114,0,0,2,1
20475,14400,14400,14375.0,36,14.65,496.72,-3,4.0,40000.0,13608.0,0,0,0.0,0.0,23,0,20985,69.4,25,0.0,0.0,17879.9028,17848.87,14400.0,3479.9,0.0,0.0,0.0,501.35,0,0.0,1,0,0.0,0.0,0.0,0.34,0,0,2,1
20481,11200,11200,11200.0,36,14.65,386.34,-3,8.0,68000.0,12022.4,0,0,0.0,0.0,12,0,19462,86.5,24,0.0,0.0,13904.68507,13904.69,11200.0,2704.69,0.0,0.0,0.0,394.76,0,0.0,1,0,0.0,0.0,0.0,0.177,0,0,2,1
20484,2700,2700,2700.0,36,14.65,93.14,-3,1.0,125000.0,35537.5,0,1,0.0,0.0,16,0,104929,94.2,31,0.0,0.0,3351.7922989999997,3351.79,2700.0,651.79,0.0,0.0,0.0,95.49,0,0.0,1,0,0.0,0.0,0.0,0.284,0,0,2,1
20487,12500,12500,12500.0,36,14.65,431.18,-3,7.0,35000.0,5113.5,1,0,19.0,0.0,14,0,11971,49.7,28,0.0,0.0,14891.91772,14891.92,12500.0,2391.92,0.0,0.0,0.0,5677.25,0,0.0,1,0,0.0,0.0,0.0,0.146,0,0,2,1
20488,8000,8000,8000.0,60,14.65,188.86,-3,1.0,100000.0,23210.0,0,0,0.0,0.0,13,0,40191,87.6,24,0.0,0.0,10937.16,10937.16,8000.0,2937.16,0.0,0.0,0.0,3382.76,0,0.0,1,0,0.0,0.0,0.0,0.232,0,0,2,1
20499,4550,4550,4550.0,36,14.65,156.95,-3,10.0,52000.0,16676.4,0,3,62.0,0.0,21,0,30774,70.3,29,0.0,0.0,5003.32,5003.32,4550.0,453.32,0.0,0.0,0.0,3751.41,0,0.0,1,0,0.0,0.0,0.0,0.321,0,0,2,1
20501,3000,3000,3000.0,36,14.65,103.49,-3,10.0,95138.0,17229.49,1,1,16.0,0.0,15,0,59625,83.0,35,0.0,0.0,3682.513374,3682.51,3000.0,682.51,0.0,0.0,0.0,892.88,0,0.0,1,0,0.0,0.0,0.0,0.181,0,0,2,1
20503,8400,8400,8400.0,36,14.65,289.76,-3,6.0,98500.0,15257.65,1,0,18.0,0.0,14,0,12094,93.6,42,0.0,0.0,9578.7,9578.7,8400.0,1178.7,0.0,0.0,0.0,4823.14,0,0.0,1,0,0.0,0.0,0.0,0.155,0,0,2,1
20506,9000,9000,8998.881962000001,36,14.65,310.45,-3,7.0,55000.0,13618.0,0,2,0.0,0.0,21,0,19597,87.5,34,0.0,0.0,11151.490609999999,11149.77,9000.0,2151.49,0.0,0.0,0.0,1232.1,0,0.0,1,0,0.0,0.0,0.0,0.248,0,0,2,1
20517,10000,10000,10000.0,36,14.65,344.95,-3,3.0,82000.0,13316.8,0,3,0.0,0.0,15,0,11023,52.5,20,0.0,0.0,4213.73,4213.73,2602.79,1185.83,0.0,425.11,4.2511,344.95,0,0.0,1,0,0.0,0.0,0.0,0.162,1,0,2,1
20519,10000,10000,10000.0,36,14.65,344.95,-3,9.0,47000.0,10669.0,0,1,51.0,0.0,16,0,25158,50.7,44,0.0,0.0,12400.72121,12400.72,10000.0,2400.72,0.0,0.0,0.0,1371.82,0,0.0,1,0,0.0,0.0,0.0,0.227,0,0,2,1
20522,18500,18500,18500.0,36,14.65,638.15,-3,9.0,38192.0,12347.47,0,3,31.0,0.0,16,0,14391,59.0,28,0.0,0.0,5741.28,5741.28,3895.72,1845.56,0.0,0.0,0.0,638.15,0,0.0,1,0,0.0,0.0,0.0,0.32299999999999995,1,0,2,1
20524,4750,4750,4750.0,60,14.65,112.14,-3,8.0,31000.0,6265.1,1,3,20.0,0.0,15,0,3654,34.5,29,1801.81,1801.81,4709.68,4709.68,2948.19,1761.49,0.0,0.0,0.0,112.14,0,0.0,1,0,0.0,0.0,0.0,0.202,0,1,1,1
20525,6000,6000,6000.0,36,14.65,206.97,-3,10.0,110000.0,9878.0,0,3,26.0,0.0,18,0,10882,58.5,52,0.0,0.0,7435.697293000001,7435.7,6000.0,1435.7,0.0,0.0,0.0,822.26,0,0.0,1,0,0.0,0.0,0.0,0.09,0,0,2,1
20528,6000,6000,6000.0,36,14.65,206.97,-3,10.0,50000.0,14110.0,0,2,0.0,0.0,9,0,4667,38.7,22,0.0,0.0,7444.038397,7444.04,6000.0,1429.04,15.0,0.0,0.0,105.3,0,0.0,1,0,0.0,0.0,0.0,0.282,0,0,2,1
20534,12000,12000,12000.0,36,14.65,413.94,-3,9.0,76000.0,14158.8,0,1,0.0,0.0,12,0,18371,55.5,20,0.0,0.0,12699.6,12699.6,12000.0,699.6,0.0,0.0,0.0,11047.69,0,0.0,1,0,0.0,0.0,0.0,0.18600000000000005,0,0,2,1
20543,12000,12000,12000.0,36,14.65,413.94,-3,4.0,58000.0,15660.0,0,1,0.0,0.0,13,0,23583,61.4,18,0.0,0.0,14333.65185,14333.65,12000.0,2333.65,0.0,0.0,0.0,6059.05,0,0.0,1,0,0.0,0.0,0.0,0.27,0,0,2,1
20550,8000,8000,8000.0,36,14.65,275.96,-3,9.0,75000.0,19995.0,0,1,0.0,0.0,11,0,26569,92.6,29,0.0,0.0,1930.67,1930.67,1294.0,636.67,0.0,0.0,0.0,275.96,0,0.0,1,0,0.0,0.0,0.0,0.267,1,0,2,1
20553,8325,8325,8325.0,36,14.65,287.17,-3,5.0,64000.0,12147.2,0,2,0.0,0.0,19,0,14539,70.2,32,0.0,0.0,10302.1176,10302.12,8325.0,1977.12,0.0,0.0,0.0,197.69,0,0.0,1,0,0.0,0.0,0.0,0.19,0,0,2,1
20557,15850,15850,15850.0,36,14.65,546.74,-3,2.0,64000.0,11225.6,0,1,65.0,0.0,14,0,11981,66.6,38,0.0,0.0,9611.62,9611.62,5773.59,2423.76,0.0,1414.27,14.1427,546.74,0,0.0,1,0,0.0,0.0,0.0,0.175,1,0,2,1
20562,10000,10000,10000.0,36,14.65,344.95,-3,1.0,80000.0,21952.0,0,0,34.0,0.0,18,0,19917,72.2,41,0.0,0.0,12350.83504,12350.84,10000.0,2350.84,0.0,0.0,0.0,2350.09,0,0.0,1,0,0.0,0.0,0.0,0.274,0,0,2,1
20564,7000,7000,7000.0,36,14.65,241.46,-3,1.0,55000.0,15697.0,0,1,82.0,0.0,22,0,6912,59.6,34,0.0,0.0,7483.77,7483.77,7000.0,483.77,0.0,0.0,0.0,6279.24,0,0.0,1,0,0.0,0.0,0.0,0.285,0,0,2,1
20567,10000,10000,10000.0,36,14.65,344.95,-3,1.0,55000.0,14085.5,0,2,52.0,0.0,8,0,17453,85.1,18,0.0,0.0,12417.06597,12417.07,10000.0,2417.07,0.0,0.0,0.0,346.62,0,0.0,1,0,0.0,0.0,0.0,0.256,0,0,2,1
20571,10175,10175,10175.0,36,14.65,350.98,-3,10.0,25000.0,6495.0,0,2,40.0,0.0,14,0,16886,79.7,21,0.0,0.0,11809.92,11809.92,10175.0,1634.92,0.0,0.0,0.0,6548.28,0,0.0,1,0,0.0,0.0,0.0,0.26,0,0,2,1
20576,10000,10000,10000.0,36,14.65,344.95,-3,6.0,50000.0,12605.0,1,0,23.0,0.0,14,0,8541,69.0,20,0.0,0.0,7901.15,7901.15,5289.09,1946.88,0.0,665.18,6.6518,689.9,0,0.0,1,0,0.0,0.0,0.0,0.252,1,0,2,1
20577,5600,5600,5600.0,36,14.65,193.17,-3,7.0,150000.0,16050.0,0,3,66.0,0.0,12,0,5676,51.7,27,0.0,0.0,6922.965423999999,6922.97,5600.0,1322.97,0.0,0.0,0.0,1133.67,0,0.0,1,0,0.0,0.0,0.0,0.107,0,0,2,1
20578,12650,12650,12650.0,60,14.65,298.63,-3,10.0,55000.0,11698.5,0,3,0.0,0.0,13,0,27355,78.6,38,4799.66,4799.66,12541.46,12541.46,7850.34,4691.12,0.0,0.0,0.0,298.63,0,0.0,1,0,0.0,0.0,0.0,0.213,0,1,1,1
20583,10000,10000,10000.0,36,14.65,344.95,-3,5.0,60000.0,16116.0,0,0,0.0,0.0,23,0,22314,79.3,31,0.0,0.0,12414.88945,12414.89,10000.0,2414.89,0.0,0.0,0.0,352.44,0,0.0,1,0,0.0,0.0,0.0,0.269,0,0,2,1
20585,4825,4825,4825.0,36,14.65,166.44,-3,1.0,42900.0,9553.83,0,1,0.0,0.0,17,0,6473,39.9,36,0.0,0.0,5275.08,5275.08,4825.0,450.08,0.0,0.0,0.0,112.24,0,0.0,1,0,0.0,0.0,0.0,0.223,0,0,2,1
20590,14400,14400,14400.0,36,14.65,496.72,-3,1.0,60000.0,14640.0,3,2,13.0,0.0,11,0,20048,62.8,25,0.0,0.0,1489.59,1489.59,974.19,515.4,0.0,0.0,0.0,496.72,0,0.0,1,0,0.0,0.0,0.0,0.244,1,0,2,1
20594,10000,10000,10000.0,36,14.65,344.95,-3,10.0,59582.25,6446.8,0,0,61.0,0.0,10,0,16747,84.2,26,0.0,0.0,12000.00636,12000.01,10000.0,2000.01,0.0,0.0,0.0,4767.26,0,0.0,1,0,0.0,0.0,0.0,0.108,0,0,2,1
20607,9500,9500,9500.0,36,14.65,327.7,-3,6.0,40000.0,8376.0,0,1,0.0,0.0,21,0,10125,76.7,37,0.0,0.0,11753.90798,11753.91,9500.0,2253.91,0.0,0.0,0.0,1932.91,0,0.0,1,0,0.0,0.0,0.0,0.209,0,0,2,1
20608,15850,15850,15850.0,36,14.65,546.74,-3,4.0,32000.0,9011.2,0,0,0.0,0.0,12,0,8517,67.6,17,0.0,0.0,14670.68,14670.68,10924.08,3051.96,0.0,694.64,6.946400002000001,546.74,0,0.0,1,0,0.0,0.0,0.0,0.282,1,0,2,1
20609,13000,13000,13000.0,36,14.65,448.43,-3,8.0,62000.0,4910.4,1,2,20.0,0.0,13,0,1283,55.8,35,0.0,0.0,16126.28255,16126.28,13000.0,3126.28,0.0,0.0,0.0,1332.29,0,0.0,1,0,0.0,0.0,0.0,0.079,0,0,2,1
20611,8575,8575,8575.0,36,14.65,295.79,-3,5.0,31000.0,3468.9,3,2,9.0,0.0,17,0,1536,10.4,37,0.0,0.0,5983.42,5983.42,3348.67,1376.13,0.0,1258.62,226.5516,295.79,0,0.0,1,0,0.0,0.0,0.0,0.112,1,0,2,1
20614,7000,7000,7000.0,36,14.65,241.46,-3,10.0,77000.0,16139.2,0,1,75.0,0.0,11,0,9727,96.3,21,0.0,0.0,8690.60291,8690.6,7000.0,1690.6,0.0,0.0,0.0,246.7,0,0.0,1,0,0.0,0.0,0.0,0.21,0,0,2,1
20618,11700,11700,11700.0,60,14.65,276.2,-3,5.0,50000.0,14770.0,0,1,76.0,0.0,8,0,6768,55.9,35,0.0,0.0,14070.41,14070.41,11700.0,2370.41,0.0,0.0,0.0,8839.21,0,0.0,1,0,0.0,0.0,0.0,0.295,0,0,2,1
20621,7200,7200,7200.0,36,14.65,248.36,-3,10.0,82000.0,16260.6,0,2,0.0,0.0,11,0,34921,93.1,24,0.0,0.0,8858.759505,8858.76,7200.0,1658.76,0.0,0.0,0.0,237.44,0,0.0,1,0,0.0,0.0,0.0,0.198,0,0,2,1
20623,12000,12000,12000.0,36,14.65,413.94,-3,7.0,60000.0,17088.0,0,1,73.0,0.0,12,0,10375,58.9,25,0.0,0.0,9792.15,9792.15,6616.53,2421.16,0.0,754.46,7.5446000039999985,482.93,0,0.0,1,0,0.0,0.0,0.0,0.285,1,0,2,1
20625,12800,12800,12800.0,36,14.65,441.53,-3,10.0,120000.0,21312.0,1,1,23.0,0.0,13,0,5792,70.6,43,0.0,0.0,15977.305680000001,15977.31,12800.0,3162.31,15.0,0.0,0.0,517.79,0,0.0,1,0,0.0,0.0,0.0,0.17800000000000002,0,0,2,1
20626,4500,4500,4500.0,36,14.65,155.23,-3,0.0,38000.0,8500.6,0,1,41.0,0.0,14,0,22935,76.4,32,0.0,0.0,5586.4801229999985,5586.48,4500.0,1086.48,0.0,0.0,0.0,159.03,0,0.0,1,0,0.0,0.0,0.0,0.224,0,0,2,1
20628,12000,12000,12000.0,36,14.65,413.94,-3,2.0,120000.0,20184.0,0,3,0.0,0.0,18,0,19606,57.0,33,0.0,0.0,14897.62986,14897.63,12000.0,2897.63,0.0,0.0,0.0,423.53,0,0.0,1,0,0.0,0.0,0.0,0.168,0,0,2,1
20629,9500,9500,9500.0,36,14.65,327.7,-3,5.0,70000.0,18046.0,0,1,0.0,0.0,17,0,24713,74.6,30,0.0,0.0,11446.28658,11446.29,9500.0,1946.29,0.0,0.0,0.0,620.19,0,0.0,1,0,0.0,0.0,0.0,0.258,0,0,2,1
20638,6000,6000,6000.0,36,14.65,206.97,-3,7.0,45000.0,10998.0,0,0,58.0,0.0,18,0,19948,81.4,35,0.0,0.0,7449.224727,7449.22,6000.0,1449.22,0.0,0.0,0.0,210.67,0,0.0,1,0,0.0,0.0,0.0,0.244,0,0,2,1
20640,6325,6325,6325.0,36,14.65,218.18,-3,0.0,50400.0,15558.48,0,1,0.0,0.0,20,0,47075,91.6,38,0.0,0.0,7291.88,7291.88,6325.0,966.88,0.0,0.0,0.0,4242.5,0,0.0,1,0,0.0,0.0,0.0,0.309,0,0,2,1
20642,10000,10000,10000.0,36,14.65,344.95,-3,4.0,100000.0,16680.0,0,2,41.0,0.0,18,0,39461,70.6,33,0.0,0.0,11204.345459999999,11204.35,10000.0,1204.35,0.0,0.0,0.0,309.15,0,0.0,1,0,0.0,0.0,0.0,0.16699999999999998,0,0,2,1
20645,9600,9600,9600.0,36,14.65,331.15,-3,1.0,130000.0,29107.0,4,2,17.0,0.0,10,0,3764,45.9,27,0.0,0.0,11919.87905,11919.88,9600.0,2319.88,0.0,0.0,0.0,334.23,0,0.0,1,0,0.0,0.0,0.0,0.224,0,0,2,1
20647,6000,6000,6000.0,36,14.65,206.97,-3,7.0,27000.0,9180.0,0,3,0.0,0.0,14,0,8214,75.8,22,0.0,0.0,6631.28,6631.28,4934.8,1471.42,0.0,225.06,40.5108,109.03,0,0.0,1,0,0.0,0.0,0.0,0.34,1,0,2,1
20656,5000,5000,5000.0,60,14.65,118.04,-3,2.0,25000.0,8307.5,1,0,6.0,0.0,13,0,11067,59.5,37,0.0,0.0,944.16,944.16,475.87,468.29,0.0,0.0,0.0,118.04,0,0.0,1,0,0.0,0.0,0.0,0.332,1,0,2,1
20661,1000,1000,1000.0,36,14.65,34.5,-3,10.0,33000.0,9276.3,1,2,13.0,0.0,7,0,5657,71.6,32,0.0,0.0,1047.19,1047.19,1000.0,47.19,0.0,0.0,0.0,944.22,0,0.0,1,0,0.0,0.0,0.0,0.281,0,0,2,1
20662,11000,11000,11000.0,36,14.65,379.44,-3,10.0,67000.0,14210.7,0,2,0.0,0.0,12,0,7321,87.2,19,0.0,0.0,13587.258619999999,13587.26,11000.0,2587.26,0.0,0.0,0.0,2588.3,0,0.0,1,0,0.0,0.0,0.0,0.212,0,0,2,1
20667,14000,14000,13975.0,36,14.65,482.92,-3,10.0,55000.0,13271.5,0,0,29.0,0.0,16,0,10637,61.1,40,0.0,0.0,11303.59,11283.43,7601.8,2805.12,0.0,896.67,8.966700003,280.91,0,0.0,1,0,0.0,0.0,0.0,0.241,1,0,2,1
20669,8000,8000,8000.0,36,14.65,275.96,-3,10.0,145000.0,16385.0,5,3,6.0,0.0,8,0,3516,79.9,38,0.0,0.0,9931.811212,9931.81,8000.0,1931.81,0.0,0.0,0.0,282.21,0,0.0,1,0,0.0,0.0,0.0,0.113,0,0,2,1
20673,11000,11000,11000.0,36,14.65,379.44,-3,6.0,55000.0,12672.0,0,0,0.0,0.0,13,0,14074,66.1,24,0.0,0.0,13656.60012,13656.6,11000.0,2656.6,0.0,0.0,0.0,387.4,0,0.0,1,0,0.0,0.0,0.0,0.23,0,0,2,1
20675,7500,7500,7500.0,36,14.65,258.71,-3,10.0,50000.0,11760.0,0,1,73.0,0.0,17,0,6593,70.9,31,0.0,0.0,9311.105099,9311.11,7500.0,1811.11,0.0,0.0,0.0,264.66,0,0.0,1,0,0.0,0.0,0.0,0.235,0,0,2,1
20676,12000,12000,12000.0,36,14.65,413.94,-3,10.0,62000.0,14049.2,0,0,0.0,0.0,23,0,24874,83.2,38,0.0,0.0,14898.72265,14898.72,12000.0,2898.72,0.0,0.0,0.0,420.62,0,0.0,1,0,0.0,0.0,0.0,0.227,0,0,2,1
20682,9000,9000,9000.0,36,14.65,310.45,-3,7.0,51000.0,16105.8,0,1,44.0,0.0,10,0,32940,61.8,25,0.0,0.0,11155.68187,11155.68,9000.0,2155.68,0.0,0.0,0.0,1230.68,0,0.0,1,0,0.0,0.0,0.0,0.316,0,0,2,1
20687,9000,9000,9000.0,36,14.65,310.45,-3,3.0,48000.0,10680.0,0,2,30.0,0.0,12,0,20739,76.8,19,0.0,0.0,8484.39,8484.39,6086.99,1974.71,0.0,422.69,4.126899998,310.45,0,0.0,1,0,0.0,0.0,0.0,0.222,1,0,2,1
20694,1500,1500,1500.0,36,14.65,51.75,-3,10.0,145000.0,17153.5,1,0,7.0,0.0,10,0,33194,74.6,26,0.0,0.0,1791.119004,1791.12,1500.0,291.12,0.0,0.0,0.0,758.72,0,0.0,1,0,0.0,0.0,0.0,0.118,0,0,2,1
20699,10000,10000,10000.0,36,14.65,344.95,-3,10.0,180000.0,36342.0,0,0,0.0,0.0,21,0,56681,82.7,42,0.0,0.0,12406.6577,12406.66,10000.0,2406.66,0.0,0.0,0.0,1035.91,0,0.0,1,0,0.0,0.0,0.0,0.202,0,0,2,1
20708,14000,14000,14000.0,36,14.65,482.92,-3,10.0,125000.0,29475.0,0,2,0.0,0.0,22,0,65923,69.2,38,0.0,0.0,17222.78757,17222.79,14000.0,3222.79,0.0,0.0,0.0,3714.23,0,0.0,1,0,0.0,0.0,0.0,0.236,0,0,2,1
20713,5600,5600,5600.0,36,14.65,193.17,-3,2.0,43500.0,10331.25,0,0,28.0,0.0,13,0,7942,64.0,42,0.0,0.0,6827.61513,6827.62,5600.0,1227.62,0.0,0.0,0.0,2008.56,0,0.0,1,0,0.0,0.0,0.0,0.238,0,0,2,1
20719,2000,2000,2000.0,36,14.65,68.99,-3,3.0,100000.0,22440.0,1,2,17.0,0.0,21,0,85842,36.2,56,0.0,0.0,841.94,841.94,518.32,238.77,0.0,84.85,0.8,68.99,0,0.0,1,0,0.0,0.0,0.0,0.224,1,0,2,1
20723,9500,9500,9500.0,36,14.65,327.7,-3,1.0,45000.0,7200.0,3,2,10.0,0.0,17,0,1997,27.7,38,0.0,0.0,11750.71935,11750.72,9500.0,2250.72,0.0,0.0,0.0,1924.92,0,0.0,1,0,0.0,0.0,0.0,0.16,0,0,2,1
20730,8000,8000,8000.0,36,14.65,275.96,-3,10.0,43000.0,7374.5,2,1,20.0,0.0,9,0,7219,79.3,33,0.0,0.0,9931.756572,9931.76,8000.0,1931.76,0.0,0.0,0.0,282.36,0,0.0,1,0,0.0,0.0,0.0,0.172,0,0,2,1
20732,4000,4000,4000.0,36,14.65,137.98,-3,8.0,45000.0,10116.0,0,1,0.0,0.0,17,0,33908,84.4,30,0.0,0.0,2789.02,2789.02,1778.25,699.45,0.0,311.32,3.1132,137.98,0,0.0,1,0,0.0,0.0,0.0,0.225,1,0,2,1
20741,9500,9500,9500.0,36,14.65,327.7,-3,10.0,51750.16,12342.41,1,1,12.0,0.0,20,0,13838,49.7,32,0.0,0.0,11794.94831,11794.95,9500.0,2294.95,0.0,0.0,0.0,332.85,0,0.0,1,0,0.0,0.0,0.0,0.238,0,0,2,1
20742,5500,5500,5500.0,36,14.65,189.72,-3,10.0,88000.0,19676.8,0,2,25.0,0.0,17,0,12552,60.7,25,0.0,0.0,6682.596441,6682.6,5500.0,1182.6,0.0,0.0,0.0,2137.12,0,0.0,1,0,0.0,0.0,0.0,0.224,0,0,2,1
20743,12000,12000,12000.0,36,14.65,413.94,-3,10.0,82000.0,9134.8,4,1,14.0,0.0,7,0,6837,70.5,48,0.0,0.0,14899.92473,14899.92,12000.0,2899.92,0.0,0.0,0.0,417.42,0,0.0,1,0,0.0,0.0,0.0,0.111,0,0,2,1
20749,10000,10000,10000.0,36,14.65,344.95,-3,3.0,240000.0,23280.0,1,0,23.0,0.0,13,0,26163,85.5,50,0.0,0.0,3444.3,3444.3,2351.63,1092.67,0.0,0.0,0.0,344.95,0,0.0,1,0,0.0,0.0,0.0,0.097,1,0,2,1
20752,12000,12000,11825.0,36,14.65,413.94,-3,10.0,84000.0,15657.6,0,2,0.0,0.0,19,0,22312,44.9,47,0.0,0.0,12566.15,12382.9,12000.0,566.15,0.0,0.0,0.0,11327.87,0,0.0,1,0,0.0,0.0,0.0,0.18600000000000005,0,0,2,1
20755,10000,10000,10000.0,36,14.65,344.95,-3,1.0,54000.0,9817.2,0,1,0.0,0.0,13,0,22171,80.4,28,0.0,0.0,10471.83,10471.83,10000.0,471.83,0.0,0.0,0.0,9439.98,0,0.0,1,0,0.0,0.0,0.0,0.182,0,0,2,1
20766,14675,14675,14675.0,36,14.65,506.21,-3,2.0,67600.0,13797.16,1,3,18.0,0.0,8,0,5632,58.1,15,0.0,0.0,13817.61,13817.61,9930.61,3221.85,0.0,665.15,6.651499997999999,506.21,0,0.0,1,0,0.0,0.0,0.0,0.204,1,0,2,1
20769,3500,3500,3500.0,36,14.65,120.73,-3,8.0,45000.0,6745.5,1,1,4.0,0.0,21,0,6774,19.3,29,0.0,0.0,1473.2,1473.2,910.08,414.65,0.0,148.47,1.41,120.73,0,0.0,1,0,0.0,0.0,0.0,0.15,1,0,2,1
20778,7300,7300,7300.0,36,14.65,251.81,-3,10.0,121000.0,14653.1,0,1,40.0,0.0,11,0,3565,62.5,25,0.0,0.0,9062.755084,9062.76,7300.0,1762.76,0.0,0.0,0.0,257.81,0,0.0,1,0,0.0,0.0,0.0,0.121,0,0,2,1
20781,10800,10800,10800.0,36,14.65,372.54,-3,10.0,65000.0,12779.0,1,1,7.0,0.0,12,0,6482,72.0,30,0.0,0.0,13408.86115,13408.86,10800.0,2608.86,0.0,0.0,0.0,378.96,0,0.0,1,0,0.0,0.0,0.0,0.197,0,0,2,1
20790,12000,12000,11750.0,36,14.65,413.94,-3,7.0,75000.0,14355.0,1,0,22.0,0.0,8,0,18753,68.0,31,0.0,0.0,14898.2309,14587.81,12000.0,2898.23,0.0,0.0,0.0,421.93,0,0.0,1,0,0.0,0.0,0.0,0.191,0,0,2,1
20792,7500,7500,7500.0,36,14.65,258.71,-3,10.0,63000.0,12625.2,0,1,0.0,0.0,16,0,19300,85.4,39,0.0,0.0,8704.14,8704.14,7500.0,1204.14,0.0,0.0,0.0,4830.07,0,0.0,1,0,0.0,0.0,0.0,0.2,0,0,2,1
20800,10000,10000,10000.0,36,14.65,344.95,-3,8.0,55000.0,9075.0,0,1,38.0,0.0,14,0,12918,46.5,32,0.0,0.0,12415.59977,12415.6,10000.0,2415.6,0.0,0.0,0.0,350.55,0,0.0,1,0,0.0,0.0,0.0,0.165,0,0,2,1
20802,10000,10000,10000.0,36,14.65,344.95,-3,3.0,60000.0,12378.0,0,3,0.0,0.0,10,0,15412,67.6,30,0.0,0.0,12415.10801,12415.11,10000.0,2415.11,0.0,0.0,0.0,351.86,0,0.0,1,0,0.0,0.0,0.0,0.206,0,0,2,1
20804,16800,16800,16800.0,60,14.65,396.6,-3,10.0,55000.0,13425.5,0,0,0.0,0.0,15,0,20703,71.2,25,0.0,0.0,6343.84,6343.84,3360.25,2983.59,0.0,0.0,0.0,396.6,0,0.0,1,0,0.0,0.0,0.0,0.244,1,0,2,1
20805,10000,10000,9750.0,36,14.65,344.95,-3,10.0,40000.0,8424.0,0,0,29.0,0.0,11,0,12278,66.0,31,0.0,0.0,3099.24,3021.66,2102.99,996.25,0.0,0.0,0.0,344.95,0,0.0,1,0,0.0,0.0,0.0,0.211,1,0,2,1
20818,1600,1600,1600.0,60,14.65,37.78,-3,8.0,68000.0,19454.8,0,6,0.0,0.0,20,0,4074,17.0,34,576.39,576.39,1624.12,1624.12,1023.61,600.51,0.0,0.0,0.0,37.78,0,0.0,1,0,0.0,0.0,0.0,0.28600000000000003,0,1,2,1
20820,10000,10000,9975.0,36,14.65,344.95,-3,2.0,60000.0,14004.0,1,0,22.0,0.0,12,0,5696,90.4,25,0.0,0.0,12415.46742,12384.44,10000.0,2415.47,0.0,0.0,0.0,350.83,0,0.0,1,0,0.0,0.0,0.0,0.233,0,0,2,1
20828,12000,12000,12000.0,36,14.65,413.94,-3,6.0,108000.0,11869.2,0,1,0.0,0.0,16,0,15411,53.1,27,0.0,0.0,13311.38,13311.38,12000.0,1311.38,0.0,0.0,0.0,9593.95,0,0.0,1,0,0.0,0.0,0.0,0.11,0,0,2,1
20829,11025,11025,11022.73646,36,14.65,380.3,-3,10.0,100000.0,17770.0,0,1,0.0,0.0,14,0,12656,86.1,29,0.0,0.0,12528.87,12525.43,11025.0,1503.87,0.0,0.0,0.0,7971.62,0,0.0,1,0,0.0,0.0,0.0,0.17800000000000002,0,0,2,1
20843,9600,9600,9600.0,36,14.65,331.15,-3,10.0,81360.0,12309.77,0,1,0.0,0.0,12,0,33963,93.0,25,0.0,0.0,10364.07,10364.07,9600.0,764.07,0.0,0.0,0.0,8382.23,0,0.0,1,0,0.0,0.0,0.0,0.151,0,0,2,1
20845,11600,11600,11600.0,36,14.65,400.14,-3,6.0,54000.0,8839.8,0,1,0.0,0.0,18,0,28724,69.0,25,0.0,0.0,14118.268219999998,14118.27,11600.0,2518.27,0.0,0.0,0.0,1928.0,0,0.0,1,0,0.0,0.0,0.0,0.16399999999999998,0,0,2,1
20856,11600,11600,11600.0,36,14.65,400.14,-3,5.0,155478.0,13697.61,0,2,0.0,0.0,15,0,12027,50.8,25,0.0,0.0,14400.87448,14400.87,11600.0,2800.87,0.0,0.0,0.0,410.25,0,0.0,1,0,0.0,0.0,0.0,0.08800000000000001,0,0,2,1
20888,10000,10000,10000.0,36,15.31,348.18,-3,3.0,53000.0,8230.9,0,1,43.0,0.0,19,0,11308,46.0,30,0.0,0.0,11144.78,11144.78,10000.0,1144.78,0.0,0.0,0.0,8011.16,0,0.0,1,0,0.0,57160.0,24600.0,0.155,0,0,2,1
20889,9600,9600,9600.0,36,15.31,334.25,-3,3.0,62000.0,16058.0,1,2,13.0,0.0,20,0,7595,32.2,45,0.0,0.0,11361.73624,11361.74,9600.0,1761.74,0.0,0.0,0.0,5679.49,0,13.0,1,0,0.0,85162.0,23600.0,0.259,0,0,2,1
